,tag,Question,Reponse
78,Droit Commercial et économique : Droit des Sociétés,"Gérant , contrat travail CDI - démission","1- est ce que mon contrat CDI prédomine sur la nomination en gérance. 2- Si la gérance est plus important aux yeux de la loi: quels sont mes droits Que tu sois gérante ou ministre, le lien avec la société est Ce CONTRAT. le juge, ne verra que ce petite papier. 3- est-ce que je peux démissionner de mon poste de gérance par simple lettre informant les actionnaires de la société? et par la meme que je démissione de mon poste de general manager? ou dois-je faire 2 lettres séparées?===> Une lettre recommandée avec accusée de réception au moins, un mois avant4- ai-je droit au préavis de 1 mois cité dans le code du travail et son application normale (15 jours payé non travaillé pour la recherche d'un nouvel emploi)?OUI5-ai-je droit a mon solde de tout compte comme n'importe quel autre employé en CDI?OuiMon employeur peut-etre parfois très vicieux ? et ils vont faire leur possible pour me piéger.à malin, malin et demi. "
79,Droit Commercial et économique : Droit des Sociétés,"Gérant , contrat travail CDI - démission","Bonjour,je travaille dans une société de service (pâtisserie) depuis 5 ans, je n'ai signé aucun contrat, sachant que mon employeur verse les cotisations sociales, je suis normalement titulaire mais je n'ai pas de justificatif.il m'a licencié abusivement sans cause réelle et sérieuse depuis presque une semaine, je veux savoir quels sont mes droits, ai-je droit à des dommages et intérêts ?Merci de me répondre promptement à ma question."
80,Droit Commercial et économique : Droit des Sociétés,"Gérant , contrat travail CDI - démission","Citation de: sousou77 le 12 septembre 2010, 12:51:52 pm 12:51Bonjour,je travaille dans une société de service (pâtisserie) depuis 5 ans, je n'ai signé aucun contrat, sachant que mon employeur verse les cotisations sociales, je suis normalement titulaire mais je n'ai pas de justificatif.il m'a licencié abusivement sans cause réelle et sérieuse depuis presque une semaine, je veux savoir quels sont mes droits, ai-je droit à des dommages et intérêts ?Merci de me répondre promptement à ma question.Tu devras prendre contact avec l'inspection de travail Slts/Naceur "
81,Droit Commercial et économique : Droit des Sociétés,"Gérant , contrat travail CDI - démission",bonjourje vous prie de bien vouloir me donner une réponse a mes questions mais avant tout ca je doit vous expliquez  d'abord ma situationsuis employée dans une STE  privé d'assurance courtage et conseille ç’a fait presque 5 ans comme suit 1 an et demi svip et le reste par un CDD reconductible par tacite.mon poste est responsable de production pendant toute cette periode j'ai bénéficier juste une seule fois de la prime même pas la moitié de mon salaire année 2011 et pas d'autre prime juste mon unique salaire. Lorsque  cette année j'ai demandé ca au directeur il ma dit nous sommes une STE DE SERVICE et même aussi pour l'augmentation de salaire de 6%  dans le  secteur privé  honnêtement j'ai rein compris c'est quoi  mes droits exactement je tire votre attention que lorsque je m'absente a causse d'une maladie et je ramène le justificatif il les enlèves de mes congés ou bien de mon salaire.et lorsque je demande un congé il le ne m'accorde pas.je vous serais grée si vous répondez a mes questions.sincères salutations.
82,Droit Commercial et économique : Droit des Sociétés,Constitution d'une SUARL,"non, un associé ne peut avoir qu'une seule suarl"
83,Droit Commercial et économique : Droit des Sociétés,pénalité de retard dépôt des bilans ,Le bilan consolidé c'est le bilan d'un groupe de société ( plusieurs sociétés appartenant totalement ou partiellement au même associé) ça n'a rien a voir avec le retard de dépôt .
84,Droit Commercial et économique : Droit des Sociétés,Honoraires représentant légal ,"Il n'y a pas de lois qui fixe le montant d'honoraires ou de salaire de représentant légal , c'est a vous de vous entendre sur le montant"
85,Droit Commercial et économique : Droit des Sociétés,Transformation d'une SUARL à SA,"Bonjour Citation de: YoussefKefi le 14 septembre 2020, 09:46:51 am 09:46une SUARL peut-elle être transformer en SA directement sans passer par la forme SARL ?Oui Citation de: YoussefKefi le 14 septembre 2020, 09:46:51 am 09:46quelle est la procédure (résolutions, dépôts, publications, etc. ...) et les délais légaux ?Le mieux est de confier ce travail à un professionnel (c'est complexe) "
86,Droit Commercial et économique : Droit des Sociétés,Transformation d'une SUARL à SA,"Oui , c'est possible , il suffit d'effectuer les étapes de modification de société habituelle ( signature PV , enregistrement , déposer le dossier auprès de la RNE ) , mais il mieux créer une nouvelle société et fermer la SUARL"
87,Droit Commercial et économique : Droit des Sociétés,changement siège social,Bonjour - Établir un PV AGO ou AGE (voir statuts) - Enregistrer le PV - Faire un demande au bureau de contrôle des impôts  compétant pour changer la patente - Déposer un dossier de transfert du siège social au RNE (voir le site du RNE ) 
88,Droit Commercial et économique : Droit des Sociétés,Dépôt des états financiers ,"BonjourCitation de: HASSEN MKAISSI le 13 juillet 2020, 02:44:17 pm 14:44est ce que je doit déposer les états financiers des 3 dernières années au RNE ? Oui, Article 32 de la loi n° 2018-52 du 29 octobre 2018 relative au Registre National des EntreprisesCitation de: HASSEN MKAISSI le 13 juillet 2020, 02:44:17 pm 14:44y a t-il une pénalité pour le retard ?Oui Citation de: HASSEN MKAISSI le 13 juillet 2020, 02:44:17 pm 14:44les états doivent être déposer en ligne (c.a.d. par internet ) ou physiquement au lieu de l'RNE ?En ligne (par internet ) "
89,Droit Commercial et économique : Droit des Sociétés,Dépôt des états financiers ,"Désolé, A compter du mois de septembre 2020, le dépôt des états financiers se fera 100% en ligne, selon un communiqué du Registre national des entreprises (RNE) sur sa plateforme  e-bilan"
90,Droit Commercial et économique : Droit des Sociétés,date de jouissance de dividende,"Bonjour Citation de: RIM.S le 13 juillet 2020, 06:41:35 pm 18:41j'ai un cas de cession d'actions qui s'est passé avant l'AGO décidant les dividendes. est ce que les dividendes sont le droit du cédant ou du cessionnaire.Les dividendes reviennent normalement au cessionnaire sauf clause contraire dans l'acte de cession "
91,Droit Commercial et économique : Droit des Sociétés,"assemblée générale , société sans mouvement","Citation de: HASSEN MKAISSI le 24 juin 2020, 02:47:10 pm 14:47est il obligatoire de faire une assemblée générale pour un société créé en Novembre 2019 et n'a aucun mouvement sur l'exercice 2019 ?De préférence est de faire une assemblée généraleCitation de: HASSEN MKAISSI le 24 juin 2020, 02:47:10 pm 14:47ainsi que pour l'acompte provisionnel ?Selon l'Article 51 paragraphe III "" Les acomptes provisionnels payables à compter de la deuxième année d'activité sont perçus par échéance égale chacune à 30% de l'impôt dû au titre des revenus ou bénéfices de l'année précédente."""
92,Droit Commercial et économique : Droit des Sociétés,Acompte sur dividendes,"BonjourCitation de: HASSEN MKAISSI le 21 juin 2020, 09:24:44 am 09:24les Actionnaires ont ils le droit d'avoir une acompte au mois de juillet sur les dividendes ( des profits de l'exercice 2019 )  ?vu que le bilan de l'exercice au 31/12/2019 présente un profit si oui quels sont les conditions ?Non, n'ont pas droit à des acomptes sur les dividendes Mais,  ils peuvent décider l'affectation du résultat de l'exercice 2019 et distribuer des dividendes et  pour cela il faut établir un PV de l'AGO Remarque : les dividendes sont soumis à une retenue à la source de 10% "
93,Droit Commercial et économique : Droit des Sociétés,Acompte sur dividendes,j'ai oublié de payer les retenues à la source des dividendes liée aux bénéfices de l'exercice 2017 et distribuées en 2018ais je  la possibilité de les payer maintenant et quel est le risque fiscal ?Merci
94,Droit Commercial et économique : Droit des Sociétés,Les députés francais se dressent contre le port du Niqab...,Dans ce cas je me demande où peuvent ils situer les soeurs religieuses de l'église?
95,Droit Commercial et économique : Droit des Sociétés,Les députés francais se dressent contre le port du Niqab...,"Bonjour à tous,On est encore entrain d'assister aux manifestations du manque de tolérance d'une république, pourtant donneuse de leçons, envers une communauté qui tout simplement a décidé de rester fidèle à ses traditions.C'est en continuant à stigmatiser de cette manière les musulmans que l'on permet aux intégrismes de s'installer et de proliférer. Des personnes qui se sentent rejetées sont plus enclin à se tourner vers l'obscurantisme. Alors que l'on peut vivre en très bonne intélligence avec les autres.Même les USA s'étonnent des dérives françaises orchestrées au nom de cet alibi qu'est la laicité républicaines.Jusqu'ou iront ils??"
96,Droit Commercial et économique : Droit des Sociétés,Les députés francais se dressent contre le port du Niqab...,CiterJusqu'ou iront ils?jusqu'où peut conduire la connerie humaine
97,Droit Commercial et économique : Droit des Sociétés,Les députés francais se dressent contre le port du Niqab...,Enfin de compte ils ont pas pu faire face au hijab alors ils ont  fait le tour vers le niquab c'est clair et net ils n'arrivera a rien car l'islam envahi le monde et en premier lieu la France  . 
98,Droit Commercial et économique : Droit des Sociétés,Interdiction du hijab,"L'interdiction du port du voile devrait être appliquée à quiconque se trouvant sur le térritoire tunisien. Le fait que cette dame soit française ne la dispense en aucun cas de se soumettre à nos lois, aussi je dois ajouter que même en France une telle interdiction existe alors ...Ceci dit, je critique le fait qu'on ait interpelé cette dame en pleine rue, l'interdition devrait jouer dans les locaux étatiques.Je condamne l'excés dans les deux sens. Que l'on ne rende pas ce pays un QG des islamistes, et qu'on le rende pas un Etat policier aussi."
99,Droit Commercial et économique : Droit des Sociétés,Interdiction du hijab,"Ce n'est pas parce qu'on applique le minimum obligatoire dans la religion qu'on est islamiste! Le voile est une obligation, ce n'est pas comme la barbe."
